"_unit_id","_golden","_unit_state","_trusted_judgments","_last_judgment_at","stance","date","id","screen_name","text","user_id"
"1271262792","false","finalized","3",,"against
against
against","2017-04-24 11:14:56","856466484545060865","M2bliquis","Non mais c'est une blague?! Holllande qui invite LePen à l'hommage national?!!!!!!!!! Mais ce mec est une merde fin… https://t.co/aTOdhhXH5q","556902767"
"1271262544","false","finalized","3",,"against
against
against","2017-04-24 11:18:32","856467386936983552","springrevdries","- La France est divisée entre Alf et une créature démoniaque difforme
- Macron et Le Pen?
- Mais nan! La carte!… https://t.co/tYwI6GMF4m","798167193737449472"
"1271262875","false","finalized","3",,"against
against
against","2017-04-24 11:20:57","856467997891997696","DcNoemie","L'humiliation cinglante de Marine Le Pen et du FN à PARIS, Ville Lumière, ville-monde, révolutionnaire et résistant… https://t.co/Lcf5q4WVj1","586703674"
"1271262808","false","finalized","3",,"against
against
against","2017-04-24 11:39:06","856472563299516416","lilouh03","Le Pen = Bryce
- trop populaire et c'est inquiétant
- aucune morale
- niveau de fdputerie élevé
- tema ils se resse… https://t.co/tDzmeyIDy3","2950062022"
"1271263401","false","finalized","3",,"against
against
against","2017-04-24 11:41:04","856473057426378752","Homidmd","Oubliez pas Le Pen, La grande ANTI-EUROPE, a créée, elle aussi, des emplois fictifs au parlement","511933795"
"1271262835","false","finalized","3",,"none
none
against","2017-04-24 12:22:06","856483387158265856","clic_vote","Les jeunes plébiscitent #Le Pen et #Mélenchon, les cadres votent Macron https://t.co/xOkyNhU4Wf !","797435505180807169"
"1271262989","false","finalized","3",,"none
favour
none","2017-04-24 12:26:56","856484603992920064","Lrnflwlss","21 avril 2002 / 23 avril 2017 : déclaration de Jean-Marine Le Pen. https://t.co/BCVkvOza3g","4793836217"
"1271262663","false","finalized","3",,"against
against
against","2017-04-24 12:33:38","856486286986809344","TweetManageur","Si Macron passe on va se serrer la ceinture, si LePen passe on va se serrer dans l'avion.","1382398585"
"1271263254","false","finalized","3",,"against
against
against","2017-04-24 12:39:20","856487723598827520","Jr_HKMT","Le pen a Marseille : 23,66%
Le pen a Paris : 5%

Voilà en plus d'avoir Rolando Fanni en défense mais c quel genre de vie que vous mené?","4128616816"
"1271262723","false","finalized","3",,"favour
against
against","2017-04-24 12:52:24","856491011245264896","Orel77436138","@MLP_officiel Madame le pen svp montrez au francais qui est emmanuel macron sont parcour et les moment fort de son quinquennat","856210453978124288"
"1271262834","false","finalized","3",,"against
against
against","2017-04-24 12:57:46","856492360779395073","telicare","MOBILISONS-NOUS tous dès demain contre Le Pen et son parti raciste, homophobe, sexiste et opposé aux valeurs... https://t.co/aVXFNbCCfG","830079633580240898"
"1271263337","false","finalized","3",,"none
none
none","2017-04-24 13:49:47","856505453999685632","Heritierbokomb1","????????????FLASH - Macron accepte de participer au débat TV du #2ndTour face à Le Pen. Le 3 mai sur TF1 et France 2.","845284051611201536"
"1271262629","false","finalized","3",,"against
against
favour","2017-04-24 13:52:13","856506065151823872","antifacho6","Quand tu t'aperçois que sur Twitter les gens combattent Macron Et pas Lepen ! 

#Presidentielle2017
#ToutSaufLePen https://t.co/C6oWmfdHWY","796068232545370114"
"1271262930","false","finalized","3",,"against
against
none","2017-04-24 13:56:10","856507059596140544","stauncold","LePen et Macron ne sont pas pour la légalisation du cannabis ? Je vote blanc","835217482021502976"
"1271263219","false","finalized","3",,"favour
against
favour","2017-04-24 13:56:52","856507235538792449","YvesU57","Résumé: Quand tu vis avec les Musulmans, tu votes Le Pen 

Quand tu vis loin des Musulmans, tu votes encore à Gauch… https://t.co/Z2WvGFI3oG","112550480"
"1271262706","false","finalized","3",,"none
none
against","2017-04-24 13:59:05","856507793108606976","elsaricot","arrêtez de croire qu'il y'a que les vieux qui votent Le Pen, on sait très bien que vos potes Thomas et Silvain vote… https://t.co/WhoY43QDAq","2855020899"
"1271263255","false","finalized","3",,"none
none
against","2017-04-24 14:41:22","856518434212937730","valerian0790","Y'a des mecs qui menacent de quitter la France si Le Pen est élue, ils ont même pas de quoi se payer un Ice Tea à l'aéroport, c'est fabuleux","2710347807"
"1271262736","false","finalized","3",,"favour
none
against","2017-04-24 14:51:09","856520895527038976","DavidBouaziz27","Voilà pourquoi Marine le pen est passer ???????????? https://t.co/SwLQ1PJhyr","542083534"
"1271262732","false","finalized","3",,"favour
favour
favour","2017-04-24 14:57:53","856522590327889920","GiseleArmengaud","Avec 24,29% des voix, Marine Le Pen  est arrivée largement devant Macron en Guyane au premier tour ! https://t.co/6uj3EIh2Uq","808562523675000832"
"1271263075","false","finalized","3",,"against
against
against","2017-04-24 15:22:25","856528764527837186","FaireLeBonChoix","@ekathimerini
Même #Syriza appelle à voter pour #Macron pour battre #LePen.
#Presidentielle2017
#SansMoiLe7Mai","237277802"
"1271262695","false","finalized","3",,"none
none
against","2017-04-24 16:06:23","856539827910701056","BobLeCentriste","✌️@EmmanuelMacron loin devant François Fillon chez les Français de l'étranger et Le Pen en 5ème position https://t.co/WfGFEKajVH","457444998"
"1271262902","false","finalized","3",,"against
against
against","2017-04-24 16:16:15","856542312935174144","leprojetfrance","J’appelle à combattre et rejeter Mme Le Pen. Je voterai donc pour E. #Macron, et j’appelle celles et ceux qui m’ont soutenu à faire de même.","733678526692528128"
