"id","Tweet","Stance","Set","screen_name","user_id","date","POS","POSplus","textplus"
"801157401437175808","Alla fine si parla di tutto fuorché del merito del #referendumcostituzionale #ottoemezzo #iovotoSI","favor","Training","Conrad_MI","414970005","2016-11-22 21:16:23","['Alla\tPRE:det\tal', 'fine\tNOM\tfine', 'si\tPRO:refl\tsi', 'parla\tVER:pres\tparlare', 'di\tPRE\tdi', 'tutto\tPRO:indef\ttutto', 'fuorché\tPRE\tfuorché', 'del\tPRE:det\tdel', 'merito\tNOM\tmerito', 'del\tPRE:det\tdel', '#referendumcostituzionale\tNOM\t#referendumcostituzionale', '#ottoemezzo\tNOM\t#ottoemezzo', '#iovotoSI\tNOM\t#iovotoSI']","['Alla\tPRE:det\tal', 'fine\tNOM\tfine', 'si\tPRO:refl\tsi', 'parla\tVER:pres\tparlare', 'di\tPRE\tdi', 'tutto\tPRO:indef\ttutto', 'fuorché\tPRE\tfuorché', 'del\tPRE:det\tdel', 'merito\tNOM\tmerito', 'del\tPRE:det\tdel', 'referendum\tNOM\treferendum', 'costituzionale\tADJ\tcostituzionale', 'otto\tADJ\totto', 'e\tCON\te', 'mezzo\tNOM\tmezzo', 'io\tPRO:pers\tio', 'voto\tVER:pres\tvotare', 'si\tPRO:refl\tsi']","Alla fine si parla di tutto fuorché del merito del  referendum costituzionale  otto e mezzo  io voto si"
"801891740424736768","Queste due donne non le batte nessuno! #IoVotoNo #ReferendumCostituzionale #PerchèSìPerchèNo #QuintaColonna https://t.co/hjI5LAbBST","agains","Training","luca_vidoni","557827565","2016-11-24 21:54:24","['Queste\tPRO:demo\tquesto', 'due\tADJ\tdue', 'donne\tNOM\tdonna', 'non\tADV\tnon', 'le\tPRO:pers\tle', 'batte\tVER:pres\tbattere', 'nessuno\tADJ\tnessuno', '!\tSENT\t!', '#IoVotoNo\tNOM\t#IoVotoNo', '#ReferendumCostituzionale\tNOM\t#ReferendumCostituzionale', '#PerchèSìPerchèNo\tNOM\t#PerchèSìPerchèNo', '#QuintaColonna\tNOM\t#QuintaColonna', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/hjI5LAbBST"" />']","['Queste\tPRO:demo\tquesto', 'due\tADJ\tdue', 'donne\tNOM\tdonna', 'non\tADV\tnon', 'le\tPRO:pers\tle', 'batte\tVER:pres\tbattere', 'nessuno\tADJ\tnessuno', '!\tSENT\t!', 'io\tPRO:pers\tio', 'voto\tVER:pres\tvotare', 'no\tADV\tno', 'referendum\tNOM\treferendum', 'costituzionale\tADJ\tcostituzionale', 'perch\tNOM\tperch', 's\tVER:geru\ts', 'perch\tNOM\tperch', 'no\tADV\tno', 'col\tPRE:det\tcol', 'o\tCON\to', 'n\tABR\tn', 'n\tABR\tn', 'a\tPRE\ta', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/hjI5LAbBST"" />']","Queste due donne non le batte nessuno!  io voto no  referendum costituzionale  perch s perch no   col o n n a https://t.co/hjI5LAbBST"
"799576643178266624","Per chi sia interessato alle ragioni di #IoVotoNO oggi a Cagliari &gt;https://t.co/nZwRSndTnK #referendumcostituzionale #costituzione","agains","Training","gigitudine","376310225","2016-11-18 12:35:01","['Per\tPRE\tper', 'chi\tPRO:rela\tchi', 'sia\tVER:cpre\tessere', 'interessato\tVER:pper\tinteressare', 'alle\tPRE:det\tal', 'ragioni\tNOM\tragione', 'di\tPRE\tdi', '#IoVotoNO\tNOM\t#IoVotoNO', 'oggi\tADV\toggi', 'a\tPRE\ta', 'Cagliari\tNPR\tCagliari', '&\tPON\t&', 'gt\tNOM\tgt', ';\tPON\t;', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/nZwRSndTnK"" />', '#referendumcostituzionale\tNOM\t#referendumcostituzionale', '#costituzione\tNOM\t#costituzione']","['Per\tPRE\tper', 'chi\tPRO:rela\tchi', 'sia\tVER:cpre\tessere', 'interessato\tVER:pper\tinteressare', 'alle\tPRE:det\tal', 'ragioni\tNOM\tragione', 'di\tPRE\tdi', 'io\tPRO:pers\tio', 'voto\tVER:pres\tvotare', 'no\tADV\tno', 'oggi\tADV\toggi', 'a\tPRE\ta', 'Cagliari\tNPR\tCagliari', '&\tPON\t&', 'gt\tNOM\tgt', ';\tPON\t;', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/nZwRSndTnK"" />', 'referendum\tNOM\treferendum', 'costituzionale\tADJ\tcostituzionale', 'costituzione\tNOM\tcostituzione']","Per chi sia interessato alle ragioni di  io voto no oggi a Cagliari &gt;https://t.co/nZwRSndTnK  referendum costituzionale  costituzione"
"803526945535356929","Leggete e riflettete sulle balle del si
Domenica usate il cervello!
#referendumcostituzionale #IoVotoNO ","agains","Training","s_dellavedova","489722273","2016-11-29 10:12:07","['Leggete\tVER:pres\tleggere', 'e\tCON\te', 'riflettete\tVER:pres\triflettere', 'sulle\tPRE:det\tsul', 'balle\tNOM\tballa', 'del\tPRE:det\tdel', 'si\tNOM\tsi', 'Domenica\tNOM\tdomenica', 'usate\tVER:pper\tusare', 'il\tDET:def\til', 'cervello\tNOM\tcervello', '!\tSENT\t!', '#referendumcostituzionale\tNOM\t#referendumcostituzionale', '#IoVotoNO\tNOM\t#IoVotoNO']","['Leggete\tVER:pres\tleggere', 'e\tCON\te', 'riflettete\tVER:pres\triflettere', 'sulle\tPRE:det\tsul', 'balle\tNOM\tballa', 'del\tPRE:det\tdel', 'si\tNOM\tsi', 'Domenica\tNOM\tdomenica', 'usate\tVER:pper\tusare', 'il\tDET:def\til', 'cervello\tNOM\tcervello', '!\tSENT\t!', 'referendum\tNOM\treferendum', 'costituzionale\tADJ\tcostituzionale', 'io\tPRO:pers\tio', 'voto\tVER:pres\tvotare', 'no\tADV\tno']","Leggete e riflettete sulle balle del si
Domenica usate il cervello!
 referendum costituzionale  io voto no "
"802827940199362561","Manca solo una settimana al #referendumcostituzionale al quale TUTTI devono andare a votare #IoVotoNO @matteosalvinimi","agains","Test","luca97vr","977896784","2016-11-27 11:54:31","['Manca\tVER:pres\tmancare', 'solo\tADV\tsolo', 'una\tDET:indef\tuna', 'settimana\tNOM\tsettimana', 'al\tPRE:det\tal', '#referendumcostituzionale\tNOM\t#referendumcostituzionale', 'al\tPRE:det\tal', 'quale\tADJ\tquale', 'TUTTI\tNOM\tTUTTI', 'devono\tVER:pres\tdovere', 'andare\tVER:infi\tandare', 'a\tPRE\ta', 'votare\tVER:infi\tvotare', '#IoVotoNO\tNOM\t#IoVotoNO', '@\tSYM\t@', 'matteosalvinimi\tNOM\tmatteosalvinimi']","['Manca\tVER:pres\tmancare', 'solo\tADV\tsolo', 'una\tDET:indef\tuna', 'settimana\tNOM\tsettimana', 'al\tPRE:det\tal', 'referendum\tNOM\treferendum', 'costituzionale\tADJ\tcostituzionale', 'al\tPRE:det\tal', 'quale\tADJ\tquale', 'TUTTI\tNOM\tTUTTI', 'devono\tVER:pres\tdovere', 'andare\tVER:infi\tandare', 'a\tPRE\ta', 'votare\tVER:infi\tvotare', 'io\tPRO:pers\tio', 'voto\tVER:pres\tvotare', 'no\tADV\tno', 'Matteo\tNPR\tMatteo', 'Salvini\tNOM\tSalvini']","Manca solo una settimana al  referendum costituzionale al quale TUTTI devono andare a votare  io voto no Matteo Salvini"
"800706527522942976","#ReferendumCostituzionale, riforma toglie potere ai cittadini #IoDicoNo  https://t.co/qYPgJj8rq9 #M5S via… https://t.co/vsSe6EcWgy","agains","Test","vasco97273","1444286834","2016-11-21 15:24:47","['#ReferendumCostituzionale\tNOM\t#ReferendumCostituzionale', ',\tPON\t,', 'riforma\tNOM\triforma', 'toglie\tVER:pres\ttogliere', 'potere\tNOM\tpotere', 'ai\tPRE:det\tal', 'cittadini\tNOM\tcittadino', '#IoDicoNo\tVER:pres\t#IoDicoNo', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/qYPgJj8rq9"" />', '#M5S\tNOM\t#M5S', 'via\tNOM\tvia', '...\tPON\t...', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/vsSe6EcWgy"" />']","['referendum\tNOM\treferendum', 'costituzionale\tADJ\tcostituzionale', ',\tPON\t,', 'riforma\tNOM\triforma', 'toglie\tVER:pres\ttogliere', 'potere\tNOM\tpotere', 'ai\tPRE:det\tal', 'cittadini\tNOM\tcittadino', 'io\tPRO:pers\tio', 'di\tPRE\tdi', 'no\tADV\tno', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/qYPgJj8rq9"" />', 'm\tVER:cond\tm', 's\tVER:infi\ts', 'via\tNOM\tvia', '...\tPON\t...', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/vsSe6EcWgy"" />']"," referendum costituzionale, riforma toglie potere ai cittadini  io di no  https://t.co/qYPgJj8rq9  m s via… https://t.co/vsSe6EcWgy"
"802069670018826240","#referendumcostituzionale #VotoNo #Pd #M5s  Referendum, sei buone ragioni per cui voterò No https://t.co/BLm3J1pTES via @fattoquotidiano","agains","Training","MauroIovino1","475994227","2016-11-25 09:41:25","['#referendumcostituzionale\tNOM\t#referendumcostituzionale', '#VotoNo\tNOM\t#VotoNo', '#Pd\tNOM\t#Pd', '#M5s\tNOM\t#M5s', 'Referendum\tNOM\treferendum', ',\tPON\t,', 'sei\tADJ\tsei', 'buone\tADJ\tbuono', 'ragioni\tNOM\tragione', 'per\tPRE\tper', 'cui\tPRO:rela\tcui', 'voterò\tVER:futu\tvotare', 'No\tNOM\tno', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/BLm3J1pTES"" />', 'via\tADV\tvia', '@\tSYM\t@', 'fattoquotidiano\tNOM\tfattoquotidiano']","['referendum\tNOM\treferendum', 'costituzionale\tADJ\tcostituzionale', 'voto\tVER:pres\tvotare', 'no\tADV\tno', 'pd\tNOM\tpd', 'm\tVER:cond\tm', 's\tVER:infi\ts', 'Referendum\tNOM\treferendum', ',\tPON\t,', 'sei\tADJ\tsei', 'buone\tADJ\tbuono', 'ragioni\tNOM\tragione', 'per\tPRE\tper', 'cui\tPRO:rela\tcui', 'voterò\tVER:futu\tvotare', 'No\tNOM\tno', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/BLm3J1pTES"" />', 'via\tADV\tvia', 'Il\tNOM\tIl', 'Fatto\tNOM\tfatto', 'Quotidiano\tNOM\tquotidiano']"," referendum costituzionale  voto no  pd  m s  Referendum, sei buone ragioni per cui voterò No https://t.co/BLm3J1pTES via Il Fatto Quotidiano"
"803142885319262208","Aneddotica Magazine Riforma Costituzionale: #Renzi vuole vince https://t.co/SxDzWARQQO #antonellapolicastrese #referendumcostituzionale2016","none","Training","EnricoFuria1","2510224322","2016-11-28 08:46:00","['Aneddotica\tADJ\tAneddotica', 'Magazine\tNOM\tmagazine', 'Riforma\tNOM\triforma', 'Costituzionale\tNOM\tCostituzionale', ':\tPON\t:', '#Renzi\tNOM\t#Renzi', 'vuole\tVER:pres\tvolere', 'vince\tVER:pres\tvincere', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/SxDzWARQQO"" />', '#antonellapolicastrese\tNOM\t#antonellapolicastrese', '#referendumcostituzionale2016\tNOM\t#referendumcostituzionale2016']","['Aneddotica\tADJ\tAneddotica', 'Magazine\tNOM\tmagazine', 'Riforma\tNOM\triforma', 'Costituzionale\tNOM\tCostituzionale', ':\tPON\t:', 'renzi\tVER:impe\trenzi', 'vuole\tVER:pres\tvolere', 'vince\tVER:pres\tvincere', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/SxDzWARQQO"" />', 'a\tPRE\ta', 'n\tABR\tn', 'referendum\tNOM\treferendum', 'costituzionale\tADJ\tcostituzionale']","Aneddotica Magazine Riforma Costituzionale:  renzi vuole vince https://t.co/SxDzWARQQO  a n  referendum costituzionale"
"801705561179979776","Clemente Russo cacciato, De Luca promosso. Le donne si difendono solo quando fa comodo. #deluca #referendumcostituzionale #Referendum","none","Training","BeatriceTraini","387199128","2016-11-24 09:34:35","['Clemente\tADJ\tclemente', 'Russo\tNPR\tRusso', 'cacciato\tVER:pper\tcacciare', ',\tPON\t,', 'De\tNPR\tDe', 'Luca\tNPR\tLuca', 'promosso\tADJ\tpromosso', '.\tSENT\t.', 'Le\tDET:def\til', 'donne\tNOM\tdonna', 'si\tPRO:refl\tsi', 'difendono\tVER:pres\tdifendere', 'solo\tADV\tsolo', 'quando\tCON\tquando', 'fa\tADV\tfa', 'comodo\tADJ\tcomodo', '.\tSENT\t.', '#deluca\tNOM\t#deluca', '#referendumcostituzionale\tNOM\t#referendumcostituzionale', '#Referendum\tNOM\t#Referendum']","['Clemente\tADJ\tclemente', 'Russo\tNPR\tRusso', 'cacciato\tVER:pper\tcacciare', ',\tPON\t,', 'De\tNPR\tDe', 'Luca\tNPR\tLuca', 'promosso\tADJ\tpromosso', '.\tSENT\t.', 'Le\tDET:def\til', 'donne\tNOM\tdonna', 'si\tPRO:refl\tsi', 'difendono\tVER:pres\tdifendere', 'solo\tADV\tsolo', 'quando\tCON\tquando', 'fa\tADV\tfa', 'comodo\tADJ\tcomodo', '.\tSENT\t.', 'del\tPRE:det\tdel', 'u\tADJ\tu', 'referendum\tNOM\treferendum', 'costituzionale\tADJ\tcostituzionale', 'referendum\tNOM\treferendum']","Clemente Russo cacciato, De Luca promosso. Le donne si difendono solo quando fa comodo.  del u  referendum costituzionale  referendum"
"803546837101776896","Domenica #4dicembre andiamo a votare e VOTIAMO #NO al #referendumcostituzionale che non ha #quorum #IoVotoNO https://t.co/ZPgTiBKXsk","agains","Training","RanieriDario","719122539579076608","2016-11-29 11:31:09","['Domenica\tNOM\tdomenica', '#4dicembre\tNOM\t#4dicembre', 'andiamo\tVER:pres\tandare', 'a\tPRE\ta', 'votare\tVER:infi\tvotare', 'e\tCON\te', 'VOTIAMO\tVER:impe\tvotare', '#NO\tNOM\t#NO', 'al\tPRE:det\tal', '#referendumcostituzionale\tNOM\t#referendumcostituzionale', 'che\tPRO:rela\tche', 'non\tADV\tnon', 'ha\tVER:pres\tavere', '#quorum\tNOM\t#quorum', '#IoVotoNO\tNOM\t#IoVotoNO', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/ZPgTiBKXsk"" />']","['Domenica\tNOM\tdomenica', 'dicembre\tNOM\tdicembre', 'andiamo\tVER:pres\tandare', 'a\tPRE\ta', 'votare\tVER:infi\tvotare', 'e\tCON\te', 'VOTIAMO\tVER:impe\tvotare', 'no\tADV\tno', 'al\tPRE:det\tal', 'referendum\tNOM\treferendum', 'costituzionale\tADJ\tcostituzionale', 'che\tPRO:rela\tche', 'non\tADV\tnon', 'ha\tVER:pres\tavere', 'quorum\tNOM\tquorum', 'io\tPRO:pers\tio', 'voto\tVER:pres\tvotare', 'no\tADV\tno', 'replaced-url\tNOM\treplaced-url', '<repurl text=""https://t.co/ZPgTiBKXsk"" />']","Domenica  dicembre andiamo a votare e VOTIAMO  no al  referendum costituzionale che non ha  quorum  io voto no https://t.co/ZPgTiBKXsk"
