"protesta","negemo"
"odiare","negemo"
"odiare","negemo"
"stordimento","negemo"
"scusa","negemo"
"rischio","negemo"
"disturbare","negemo"
"paranoia","negemo"
"perdutamente","negemo"
"trlvl","negemo"
"disordinato","negemo"
"solenne","negemo"
"battuto","negemo"
"sfortunato","negemo"
"dork","negemo"
"paining","negemo"
"molestare","negemo"
"antagoni","negemo"
"invidioso","negemo"
"puzza","negemo"
"oziare","negemo"
"addolorarsi","negemo"
"guerre","negemo"
"dolore","negemo"
"incerto","negemo"
"unimpress","negemo"
"worr","negemo"
"essere bocciato","negemo"
"senza cuore","negemo"
"peggio","negemo"
"contradic","negemo"
"agonia","negemo"
"dolorante","negemo"
"deludere","negemo"
"sbagliato","negemo"
"trascurare","negemo"
"peggio","negemo"
"traged","negemo"
"sarcas","negemo"
"enemie","negemo"
"oscurità","negemo"
"aversi","negemo"
"insincer","negemo"
"deprimere","negemo"
"maniaco","negemo"
"parvenu","negemo"
"senza speranza","negemo"
"angr","negemo"
"confuso","negemo"
"cazzo","negemo"
"aggrava","negemo"
"timido","negemo"
"abitare","negemo"
"amaro","negemo"
"peculiare","negemo"
"colpa","negemo"
"heartbroke","negemo"
"snob","negemo"
"unire il","negemo"
"grave","negemo"
"allarme","negemo"
"urlare","negemo"
"ridicolo","negemo"
"veleno","negemo"
"despis","negemo"
"disgusto","negemo"
"disadattato","negemo"
"soffre","negemo"
"cattivo","negemo"
"rubare","negemo"
"ceppi","negemo"
"disastro","negemo"
"fallire","negemo"
"deficiente","negemo"
"vanity","negemo"
"pigra","negemo"
"pietà","negemo"
"colpa","negemo"
"dovuto","negemo"
"difficile","negemo"
"meschino","negemo"
"avverso","negemo"
"stati uniti d'america","negemo"
"fica","negemo"
"harms","negemo"
"liabilit","negemo"
"vergogna","negemo"
"violata","negemo"
"nuocere","negemo"
"vite","negemo"
"vulture","negemo"
"il male","negemo"
"singhiozzante","negemo"
"geloso","negemo"
"sofferenza","negemo"
"reluctan","negemo"
"sottomesso","negemo"
"deriso","negemo"
"burlone","negemo"
"svantaggio","negemo"
"puntura","negemo"
"foro","negemo"
"insecur","negemo"
"peccati","negemo"
"perdere","negemo"
"pianto","negemo"
"sotto","negemo"
"mentito","negemo"
"bugie","negemo"
"unwelcom","negemo"
"insulto","negemo"
"frustrato","negemo"
"combattimento","negemo"
"combattuta","negemo"
"guerra","negemo"
"combattuto","negemo"
"maddest","negemo"
"emotivo","negemo"
"temperare","negemo"
"interruzio","negemo"
"furia","negemo"
"irritato","negemo"
"combattenti","negemo"
"merda","negemo"
"protestò","negemo"
"ignorare","negemo"
"grave","negemo"
"nemico","negemo"
"terrore","negemo"
"subito","negemo"
"piangere","negemo"
"sucky","negemo"
"temendo","negemo"
"asham","negemo"
"indifeso","negemo"
"molestare","negemo"
"stupratore","negemo"
"incerto","negemo"
"disillusione","negemo"
"da solo","negemo"
"anxi","negemo"
"strano","negemo"
"scuotere","negemo"
"ugh","negemo"
"perver","negemo"
"falso","negemo"
"one","negemo"
"lacrime","negemo"
"sgomento","negemo"
"battl","negemo"
"fanculo","negemo"
"deride","negemo"
"fumante","negemo"
"disperazione","negemo"
"irrazionale","negemo"
"critici","negemo"
"pazzo","negemo"
"succhiare","negemo"
"irrita","negemo"
"stress","negemo"
"irrilevante","negemo"
"offens","negemo"
"offendere","negemo"
"offesa","negemo"
"traballante","negemo"
"anelare","negemo"
"scuotere","negemo"
"dubbi","negemo"
"stupido","negemo"
"inferiore","negemo"
"rifiutare","negemo"
"vergognoso","negemo"
"negligente","negemo"
"licenziato","negemo"
"scortese","negemo"
"pasticcio","negemo"
"sul serio","negemo"
"argu","negemo"
"argh","negemo"
"ostile","negemo"
"ribelle","negemo"
"apth","negemo"
"scettico","negemo"
"tragico","negemo"
"terrificante","negemo"
"ardente","negemo"
"temperamenti","negemo"
"male","negemo"
"shock","negemo"
"solo","negemo"
"trauma","negemo"
"rabbia","negemo"
"inhib","negemo"
"distruggere","negemo"
"dolore","negemo"
"assalto","negemo"
"trembl","negemo"
"melanchol","negemo"
"avidità","negemo"
"feroc","negemo"
"truffare","negemo"
"strega","negemo"
"scortese","negemo"
"agoniz","negemo"
"ostile","negemo"
"addolorato","negemo"
"evitare","negemo"
"antipatia","negemo"
"damag","negemo"
"furioso","negemo"
"collera","negemo"
"beffardo","negemo"
"singhiozzò","negemo"
"trucco","negemo"
"scemo","negemo"
"blam","negemo"
"outrag","negemo"
"odioso","negemo"
"crepacuore","negemo"
"scarico","negemo"
"piangere","negemo"
"infornare","negemo"
"grave","negemo"
"fumo","negemo"
"violento","negemo"
"rigido","negemo"
"inviare","negemo"
"puzzava","negemo"
"truce","negemo"
"petrif","negemo"
"unhapp","negemo"
"sfortunato","negemo"
"critico","negemo"
"atterrisce","negemo"
"terrorizzato","negemo"
"puzzo","negemo"
"irrequieto","negemo"
"panini","negemo"
"basso","negemo"
"infernale","negemo"
"rabbia","negemo"
"tristezza","negemo"
"paura","negemo"
"colpire","negemo"
"goddam","negemo"
"idiota","negemo"
"succhiato","negemo"
"debole","negemo"
"puttana","negemo"
"gravità","negemo"
"piagnisteo","negemo"
"perse","negemo"
"teso","negemo"
"degrad","negemo"
"selvaggio","negemo"
"startl","negemo"
"rimorso","negemo"
"peggio","negemo"
"barrata","negemo"
"stupro","negemo"
"terribile","negemo"
"umiliato","negemo"
"lazie","negemo"
"spaventare","negemo"
"scettico","negemo"
"puk","negemo"
"agitazione","negemo"
"vendetta","negemo"
"scopa","negemo"
"gemito","negemo"
"brutale","negemo"
"fare un'aggressione","negemo"
"sgradevole","negemo"
"balbettare","negemo"
"rotto","negemo"
"destino","negemo"
"rubare","negemo"
"sforzo","negemo"
"succhia","negemo"
"abbandono","negemo"
"ingrato","negemo"
"testardo","negemo"
"dispetto","negemo"
"lous","negemo"
"non mi piace","negemo"
"malvisto","negemo"
"scomodo","negemo"
"bisognoso","negemo"
"maleducato","negemo"
"intorpidire","negemo"
"terrore","negemo"
"inferno","negemo"
"soffrire","negemo"
"ventosa","negemo"
"protestare","negemo"
"lamentarsi","negemo"
"danno","negemo"
"terrorizzare","negemo"
"mescolato","negemo"
"miss","negemo"
"patetico","negemo"
"painf","negemo"
"struggl","negemo"
"perlina","negemo"
"minaccia","negemo"
"perdere","negemo"
"rimpiangere","negemo"
"dolori","negemo"
"brama","negemo"
"stupro","negemo"
"impersonale","negemo"
"arma","negemo"
"difetto","negemo"
"inutili","negemo"
"irresoluto","negemo"
"vittima","negemo"
"destruct","negemo"
"ridicolo","negemo"
"stordito","negemo"
"ugl","negemo"
"esita","negemo"
"ineffect","negemo"
"nervoso","negemo"
"rovinare","negemo"
"nemico","negemo"
"piangere","negemo"
"cumulo di rifiuti","negemo"
"sopraffare","negemo"
"muto","negemo"
"temuto","negemo"
"dissatisf","negemo"
"dolore","negemo"
"sconvolto","negemo"
"pisciare","negemo"
"mancante","negemo"
"vulnerab","negemo"
"uncomfortabl","negemo"
"cinico","negemo"
"angoscia","negemo"
"soffocare","negemo"
"cretini","negemo"
"mistak","negemo"
"senza valore","negemo"
"diavolo","negemo"
"atterrire","negemo"
"scommessa","negemo"
"dannazione","negemo"
"prejudic","negemo"
"frenetico","negemo"
"angoscia","negemo"
"la sconfitta","negemo"
"uccidere","negemo"
"discourag","negemo"
"fardello","negemo"
"depriv","negemo"
"tagliare","negemo"
"odiato","negemo"
"stun","negemo"
"pianto","negemo"
"odia","negemo"
"odiare","negemo"
"strattone","negemo"
"come","negemo"
"lunatico","negemo"
"affrontare","negemo"
"diffidenza","negemo"
"spavento","negemo"
"perdente","negemo"
"vuoto","negemo"
"selvaggio","negemo"
"dolore","negemo"
"odio","negemo"
"fetore","negemo"
"solitario","negemo"
"uncontrol","negemo"
"puzzo","negemo"
"noioso","negemo"
"pettie","negemo"
"rancido","negemo"
"grr","negemo"
"luogo","negemo"
"paure","negemo"
"finto","negemo"
"dare le dimissioni","negemo"
"intimidito","negemo"
"nast","negemo"
"feudo","negemo"
"gossip","negemo"
"vizioso","negemo"
"antipatia","negemo"
"fatale","negemo"
"sospetto","negemo"
"banale","negemo"
"cretino","negemo"
"marcio","negemo"
"pericolo","negemo"
"vietare","negemo"
"una schifezza","negemo"
"craz","negemo"
"dubbio","negemo"
"infastidire","negemo"
"furfante","negemo"
"disprezzo","negemo"
"zoppo","negemo"
"nevrotico","negemo"
"immorale","negemo"
"senza","negemo"
"tensione","negemo"
"pressur","negemo"
"sconforto","negemo"
"abuso","negemo"
"risentirsi di","negemo"
"excruciat","negemo"
"furioso","negemo"
"compiaciuto","negemo"
"decadimento","negemo"
"tortura","negemo"
"panico","negemo"
"singhiozzi","negemo"
"defenc","negemo"
"reprimere","negemo"
"defens","negemo"
"ossessionare","negemo"
"imbarazzare","negemo"
"inadequa","negemo"
"fatigu","negemo"
"cagna","negemo"
"buono a nulla","negemo"
"isolati","negemo"
"purtroppo","negemo"
"attacco","negemo"
"ville","negemo"
"abusi","negemo"
"punire","negemo"
"guerra","negemo"
"noioso","negemo"
"preoccuparsi","negemo"
"impatien","negemo"
"terribl","negemo"
"tensing","negemo"
"bastardo","negemo"
"impaurito","negemo"
"stronzo","negemo"
"dannoso","negemo"
"paura","negemo"
"invidia","negemo"
"offeso","negemo"
"avvilire","negemo"
"timido","negemo"
"unsavo","negemo"
"tè","negemo"
"devastato","negemo"
"greggio","negemo"
"tristezza","negemo"
"malumore","negemo"
"omicidio","negemo"
"mostro","negemo"
"affaticato","negemo"
"scadente","negemo"
"odioso","negemo"
"schifoso","negemo"
"pauroso","negemo"
"dire bugie","negemo"
"apprehens","negemo"
"fastidioso","negemo"
"nerd","negemo"
"malvagio","negemo"
"strano","negemo"
"difficile","negemo"
"masochis","negemo"
"disaccordo","negemo"
"coglione","negemo"
"scopata","negemo"
"gridò","negemo"
"grida","negemo"
"mascalzone","negemo"
"schiacciato","negemo"
"perdita","negemo"
"perduto","negemo"
"indifeso","negemo"
"perde","negemo"
"perdere","negemo"
"egotis","negemo"
"unlov","negemo"
"senza esito","negemo"
"ladro","negemo"
"enrag","negemo"
"fuori","negemo"
"teso","negemo"
"nostalgico","negemo"
"sinistro","negemo"
"poco attraente","negemo"
"agitazione","negemo"
"egoista","negemo"
"distrarre","negemo"
"malato","negemo"
"crudele","negemo"
"problema","negemo"
"domina","negemo"
"pauroso","negemo"
"opport","posemo"
"orgoglio","posemo"
"compassione","posemo"
"speciale","posemo"
"premio","posemo"
"supporti","posemo"
"graziato","posemo"
"grazie","posemo"
"trionfo","posemo"
"godere","posemo"
"favoloso","posemo"
"wonderf","posemo"
"uccise;","posemo"
"eroe","posemo"
"carità","posemo"
"attivo","posemo"
"credito","posemo"
"giochi","posemo"
"valorizzazione","posemo"
"calma","posemo"
"relax","posemo"
"ah ah","posemo"
"premio","posemo"
"grazie","posemo"
"tollerante","posemo"
"attirare","posemo"
"vittorie","posemo"
"fab","posemo"
"privilegio","posemo"
"meglio","posemo"
"con fiducia","posemo"
"sicuro","posemo"
"sostenitore","posemo"
"sentimentale","posemo"
"beaut","posemo"
"freeness","posemo"
"fortuna","posemo"
"ha vinto","posemo"
"facilità","posemo"
"gratuito","posemo"
"parte","posemo"
"saggezza","posemo"
"fornisce","posemo"
"tenero","posemo"
"forza","posemo"
"likeab","posemo"
"decisamente","posemo"
"prettie","posemo"
"enthus","posemo"
"amato","posemo"
"aringa","posemo"
"giggl","posemo"
"lieto","posemo"
"migliore","posemo"
"fiduciosamente","posemo"
"migliorare","posemo"
"assur","posemo"
"darlin","posemo"
"fiducia","posemo"
"fiducioso","posemo"
"interesse","posemo"
"bello","posemo"
"facile","posemo"
"giocato","posemo"
"sciocco","posemo"
"thankf","posemo"
"fantastico","posemo"
"alleviare","posemo"
"ok","posemo"
"diletto","posemo"
"promesso","posemo"
"casualmente","posemo"
"amare","posemo"
"forza","posemo"
"lusingare","posemo"
"caro","posemo"
"grassetto","posemo"
"accetta","posemo"
"più dolce","posemo"
"festivo","posemo"
"accarezzare","posemo"
"accettare","posemo"
"treasur","posemo"
"supporto","posemo"
"vero","posemo"
"positivo","posemo"
"orgoglioso","posemo"
"accettando","posemo"
"eccellere","posemo"
"umorismo","posemo"
"leale","posemo"
"caldo","posemo"
"magnifico","posemo"
"agreeab","posemo"
"supportato","posemo"
"freddo","posemo"
"harmon","posemo"
"anima gemella","posemo"
"coraggioso","posemo"
"favore","posemo"
"azioni","posemo"
"concorda","posemo"
"supporto","posemo"
"onore","posemo"
"accordo","posemo"
"intrattenere","posemo"
"amore","posemo"
"umorismo","posemo"
"deligh","posemo"
"super","posemo"
"compartecipazione","posemo"
"virtù","posemo"
"virtuo","posemo"
"valutato","posemo"
"valori","posemo"
"eccezionale","posemo"
"lucks","posemo"
"ottimale","posemo"
"pulito","posemo"
"aok","posemo"
"veramente","posemo"
"carina","posemo"
"giocoso","posemo"
"culto","posemo"
"dynam","posemo"
"ringraziare","posemo"
"hoho","posemo"
"invigor","posemo"
"più vera","posemo"
"tesoro","posemo"
"courag","posemo"
"profitto","posemo"
"ecsta","posemo"
